"","GEOID","age","estimate"
"2285","484530015013","30 to 34 years",24
"2286","484530015013","35 to 39 years",117
"2287","484530015013","40 to 44 years",146
"2288","484530015013","45 to 49 years",85
"2289","484530015013","5 to 9 years",114
"2290","484530015013","50 to 54 years",62
"2291","484530015013","55 to 59 years",52
"2292","484530015013","60 and 61 years",60
"2293","484530015013","62 to 64 years",71
"2294","484530015013","65 and 66 years",0
"2295","484530015013","67 to 69 years",27
"2296","484530015013","70 to 74 years",46
"2297","484530015013","75 to 79 years",40
"2298","484530015013","80 to 84 years",1
"2299","484530015013","85 years and over",47
"2300","484530015013","Under 5 years",193
"2301","484530015014","10 to 14 years",101
"2302","484530015014","15 to 17 years",44
"2303","484530015014","18 and 19 years",64
"2304","484530015014","20 years",20
"2305","484530015014","21 years",21
"2306","484530015014","22 to 24 years",32
"2307","484530015014","25 to 29 years",0
"2308","484530015014","30 to 34 years",41
"2309","484530015014","35 to 39 years",123
"2310","484530015014","40 to 44 years",121
"2311","484530015014","45 to 49 years",149
"2312","484530015014","5 to 9 years",70
"2313","484530015014","50 to 54 years",186
"2314","484530015014","55 to 59 years",139
"2315","484530015014","60 and 61 years",13
"2316","484530015014","62 to 64 years",91
"2317","484530015014","65 and 66 years",14
"2318","484530015014","67 to 69 years",33
"2319","484530015014","70 to 74 years",81
"2320","484530015014","75 to 79 years",34
"2321","484530015014","80 to 84 years",9
"2322","484530015014","85 years and over",82
"2323","484530015014","Under 5 years",62
"2324","484530015031","10 to 14 years",26
"2325","484530015031","15 to 17 years",19
"2326","484530015031","18 and 19 years",0
"2327","484530015031","20 years",40
"2328","484530015031","21 years",44
"2329","484530015031","22 to 24 years",174
"2330","484530015031","25 to 29 years",349
"2331","484530015031","30 to 34 years",170
"2332","484530015031","35 to 39 years",215
"2333","484530015031","40 to 44 years",43
"2334","484530015031","45 to 49 years",84
"2335","484530015031","5 to 9 years",12
"2336","484530015031","50 to 54 years",79
"2337","484530015031","55 to 59 years",25
"2338","484530015031","60 and 61 years",27
"2339","484530015031","62 to 64 years",36
"2340","484530015031","65 and 66 years",10
"2341","484530015031","67 to 69 years",15
"2342","484530015031","70 to 74 years",5
"2343","484530015031","75 to 79 years",0
"2344","484530015031","80 to 84 years",6
"2345","484530015031","85 years and over",10
"2346","484530015031","Under 5 years",59
"2347","484530015032","10 to 14 years",0
"2348","484530015032","15 to 17 years",0
"2349","484530015032","18 and 19 years",0
"2350","484530015032","20 years",0
"2351","484530015032","21 years",0
"2352","484530015032","22 to 24 years",8
"2353","484530015032","25 to 29 years",104
"2354","484530015032","30 to 34 years",121
"2355","484530015032","35 to 39 years",127
"2356","484530015032","40 to 44 years",9
"2357","484530015032","45 to 49 years",0
"2358","484530015032","5 to 9 years",13
"2359","484530015032","50 to 54 years",63
"2360","484530015032","55 to 59 years",38
"2361","484530015032","60 and 61 years",22
"2362","484530015032","62 to 64 years",0
"2363","484530015032","65 and 66 years",0
"2364","484530015032","67 to 69 years",0
"2365","484530015032","70 to 74 years",0
"2366","484530015032","75 to 79 years",0
"2367","484530015032","80 to 84 years",0
"2368","484530015032","85 years and over",0
"2369","484530015032","Under 5 years",0
"2370","484530015033","10 to 14 years",34
"2371","484530015033","15 to 17 years",17
"2372","484530015033","18 and 19 years",0
"2373","484530015033","20 years",0
"2374","484530015033","21 years",16
"2375","484530015033","22 to 24 years",75
"2376","484530015033","25 to 29 years",249
"2377","484530015033","30 to 34 years",207
"2378","484530015033","35 to 39 years",129
"2379","484530015033","40 to 44 years",125
"2380","484530015033","45 to 49 years",118
"2381","484530015033","5 to 9 years",50
"2382","484530015033","50 to 54 years",24
"2383","484530015033","55 to 59 years",62
"2384","484530015033","60 and 61 years",32
"2385","484530015033","62 to 64 years",55
"2386","484530015033","65 and 66 years",49
"2387","484530015033","67 to 69 years",0
"2388","484530015033","70 to 74 years",35
"2389","484530015033","75 to 79 years",10
"2390","484530015033","80 to 84 years",5
"2391","484530015033","85 years and over",0
"2392","484530015033","Under 5 years",33
"2393","484530015034","10 to 14 years",92
"2394","484530015034","15 to 17 years",5
"2395","484530015034","18 and 19 years",12
"2396","484530015034","20 years",0
"2397","484530015034","21 years",12
"2398","484530015034","22 to 24 years",0
"2399","484530015034","25 to 29 years",56
"2400","484530015034","30 to 34 years",81
"2401","484530015034","35 to 39 years",14
"2402","484530015034","40 to 44 years",55
"2403","484530015034","45 to 49 years",76
"2404","484530015034","5 to 9 years",18
"2405","484530015034","50 to 54 years",54
"2406","484530015034","55 to 59 years",86
"2407","484530015034","60 and 61 years",43
"2408","484530015034","62 to 64 years",16
"2409","484530015034","65 and 66 years",14
"2410","484530015034","67 to 69 years",28
"2411","484530015034","70 to 74 years",46
"2412","484530015034","75 to 79 years",12
"2413","484530015034","80 to 84 years",15
"2414","484530015034","85 years and over",0
"2415","484530015034","Under 5 years",33
"2416","484530015041","10 to 14 years",78
"2417","484530015041","15 to 17 years",17
"2418","484530015041","18 and 19 years",17
"2419","484530015041","20 years",0
"2420","484530015041","21 years",31
"2421","484530015041","22 to 24 years",72
"2422","484530015041","25 to 29 years",703
"2423","484530015041","30 to 34 years",161
"2424","484530015041","35 to 39 years",282
"2425","484530015041","40 to 44 years",177
"2426","484530015041","45 to 49 years",164
"2427","484530015041","5 to 9 years",120
"2428","484530015041","50 to 54 years",59
"2429","484530015041","55 to 59 years",12
"2430","484530015041","60 and 61 years",16
"2431","484530015041","62 to 64 years",25
"2432","484530015041","65 and 66 years",0
"2433","484530015041","67 to 69 years",0
"2434","484530015041","70 to 74 years",0
"2435","484530015041","75 to 79 years",0
"2436","484530015041","80 to 84 years",0
"2437","484530015041","85 years and over",0
"2438","484530015041","Under 5 years",151
"2439","484530015042","10 to 14 years",53
"2440","484530015042","15 to 17 years",0
"2441","484530015042","18 and 19 years",0
"2442","484530015042","20 years",0
"2443","484530015042","21 years",0
"2444","484530015042","22 to 24 years",0
"2445","484530015042","25 to 29 years",88
"2446","484530015042","30 to 34 years",153
"2447","484530015042","35 to 39 years",149
"2448","484530015042","40 to 44 years",75
"2449","484530015042","45 to 49 years",32
"2450","484530015042","5 to 9 years",48
"2451","484530015042","50 to 54 years",87
"2452","484530015042","55 to 59 years",27
"2453","484530015042","60 and 61 years",63
"2454","484530015042","62 to 64 years",0
"2455","484530015042","65 and 66 years",45
"2456","484530015042","67 to 69 years",0
"2457","484530015042","70 to 74 years",0
"2458","484530015042","75 to 79 years",0
"2459","484530015042","80 to 84 years",18
"2460","484530015042","85 years and over",31
"2461","484530015042","Under 5 years",56
"2462","484530015043","10 to 14 years",0
"2463","484530015043","15 to 17 years",10
"2464","484530015043","18 and 19 years",1
"2465","484530015043","20 years",0
"2466","484530015043","21 years",16
"2467","484530015043","22 to 24 years",17
"2468","484530015043","25 to 29 years",15
"2469","484530015043","30 to 34 years",266
"2470","484530015043","35 to 39 years",336
"2471","484530015043","40 to 44 years",89
"2472","484530015043","45 to 49 years",13
"2473","484530015043","5 to 9 years",114
"2474","484530015043","50 to 54 years",34
"2475","484530015043","55 to 59 years",40
"2476","484530015043","60 and 61 years",33
"2477","484530015043","62 to 64 years",63
"2478","484530015043","65 and 66 years",28
"2479","484530015043","67 to 69 years",23
"2480","484530015043","70 to 74 years",0
"2481","484530015043","75 to 79 years",1
"2482","484530015043","80 to 84 years",18
"2483","484530015043","85 years and over",37
"2484","484530015043","Under 5 years",164
"2485","484530015044","10 to 14 years",125
"2486","484530015044","15 to 17 years",40
"2487","484530015044","18 and 19 years",15
"2488","484530015044","20 years",21
"2489","484530015044","21 years",0
"2490","484530015044","22 to 24 years",0
"2491","484530015044","25 to 29 years",83
"2492","484530015044","30 to 34 years",138
"2493","484530015044","35 to 39 years",107
"2494","484530015044","40 to 44 years",204
"2495","484530015044","45 to 49 years",195
"2496","484530015044","5 to 9 years",89
"2497","484530015044","50 to 54 years",119
"2498","484530015044","55 to 59 years",79
"2499","484530015044","60 and 61 years",145
"2500","484530015044","62 to 64 years",58
"2501","484530015044","65 and 66 years",34
"2502","484530015044","67 to 69 years",11
"2503","484530015044","70 to 74 years",83
"2504","484530015044","75 to 79 years",36
"2505","484530015044","80 to 84 years",29
"2506","484530015044","85 years and over",43
"2507","484530015044","Under 5 years",120
"2508","484530015051","10 to 14 years",11
"2509","484530015051","15 to 17 years",11
"2510","484530015051","18 and 19 years",0
"2511","484530015051","20 years",0
"2512","484530015051","21 years",0
"2513","484530015051","22 to 24 years",0
"2514","484530015051","25 to 29 years",61
"2515","484530015051","30 to 34 years",16
"2516","484530015051","35 to 39 years",113
"2517","484530015051","40 to 44 years",48
"2518","484530015051","45 to 49 years",57
"2519","484530015051","5 to 9 years",49
"2520","484530015051","50 to 54 years",67
"2521","484530015051","55 to 59 years",87
"2522","484530015051","60 and 61 years",0
"2523","484530015051","62 to 64 years",33
"2524","484530015051","65 and 66 years",0
"2525","484530015051","67 to 69 years",34
"2526","484530015051","70 to 74 years",80
"2527","484530015051","75 to 79 years",0
"2528","484530015051","80 to 84 years",0
"2529","484530015051","85 years and over",16
"2530","484530015051","Under 5 years",31
"2531","484530015052","10 to 14 years",66
"2532","484530015052","15 to 17 years",82
"2533","484530015052","18 and 19 years",16
"2534","484530015052","20 years",11
"2535","484530015052","21 years",51
"2536","484530015052","22 to 24 years",23
"2537","484530015052","25 to 29 years",177
"2538","484530015052","30 to 34 years",91
"2539","484530015052","35 to 39 years",57
"2540","484530015052","40 to 44 years",53
"2541","484530015052","45 to 49 years",96
"2542","484530015052","5 to 9 years",72
"2543","484530015052","50 to 54 years",91
"2544","484530015052","55 to 59 years",51
"2545","484530015052","60 and 61 years",68
"2546","484530015052","62 to 64 years",71
"2547","484530015052","65 and 66 years",67
"2548","484530015052","67 to 69 years",18
"2549","484530015052","70 to 74 years",32
"2550","484530015052","75 to 79 years",0
"2551","484530015052","80 to 84 years",17
"2552","484530015052","85 years and over",15
"2553","484530015052","Under 5 years",63
"2554","484530015053","10 to 14 years",41
"2555","484530015053","15 to 17 years",41
"2556","484530015053","18 and 19 years",13
"2557","484530015053","20 years",0
"2558","484530015053","21 years",0
"2559","484530015053","22 to 24 years",40
"2560","484530015053","25 to 29 years",248
"2561","484530015053","30 to 34 years",245
"2562","484530015053","35 to 39 years",172
"2563","484530015053","40 to 44 years",160
"2564","484530015053","45 to 49 years",105
"2565","484530015053","5 to 9 years",103
"2566","484530015053","50 to 54 years",84
"2567","484530015053","55 to 59 years",74
"2568","484530015053","60 and 61 years",13
"2569","484530015053","62 to 64 years",50
"2570","484530015053","65 and 66 years",0
"2571","484530015053","67 to 69 years",44
"2572","484530015053","70 to 74 years",0
"2573","484530015053","75 to 79 years",15
"2574","484530015053","80 to 84 years",0
"2575","484530015053","85 years and over",0
"2576","484530015053","Under 5 years",36
"2577","484530015054","10 to 14 years",14
"2578","484530015054","15 to 17 years",28
"2579","484530015054","18 and 19 years",0
"2580","484530015054","20 years",0
"2581","484530015054","21 years",17
"2582","484530015054","22 to 24 years",119
"2583","484530015054","25 to 29 years",106
"2584","484530015054","30 to 34 years",121
"2585","484530015054","35 to 39 years",111
"2586","484530015054","40 to 44 years",90
"2587","484530015054","45 to 49 years",49
"2588","484530015054","5 to 9 years",107
"2589","484530015054","50 to 54 years",142
"2590","484530015054","55 to 59 years",144
"2591","484530015054","60 and 61 years",0
"2592","484530015054","62 to 64 years",34
"2593","484530015054","65 and 66 years",0
"2594","484530015054","67 to 69 years",0
"2595","484530015054","70 to 74 years",15
"2596","484530015054","75 to 79 years",44
"2597","484530015054","80 to 84 years",0
"2598","484530015054","85 years and over",16
"2599","484530015054","Under 5 years",18
"2600","484530016021","10 to 14 years",12
"2601","484530016021","15 to 17 years",5
"2602","484530016021","18 and 19 years",44
"2603","484530016021","20 years",0
"2604","484530016021","21 years",0
"2605","484530016021","22 to 24 years",88
"2606","484530016021","25 to 29 years",130
"2607","484530016021","30 to 34 years",264
"2608","484530016021","35 to 39 years",111
"2609","484530016021","40 to 44 years",184
"2610","484530016021","45 to 49 years",71
"2611","484530016021","5 to 9 years",67
"2612","484530016021","50 to 54 years",59
"2613","484530016021","55 to 59 years",105
"2614","484530016021","60 and 61 years",39
